cell_id,population
1112,3527.7021098118194
1113,4261.59849877451
1114,4408.2580618465645
1115,4371.535250854492
1116,5469.849609674193
1117,4951.058932973825
1118,4711.411419199028
1119,5379.641226974188
1120,5708.359903253294
1121,4728.343952852137
1122,4952.702460823805
1123,6004.393504303577
1124,5405.1950100767845
1125,4419.862035205317
1126,3957.394993770824
1127,3675.21863008387
1128,3419.210794815362
1129,3682.7952313591463
1130,2883.0109685710836
1131,1601.3114165062998
1132,134.16446196425196
1133,174.694825591293
1134,214.65073943792606
1135,247.9850894927979
1136,331.2918993370206
1137,315.9912721259921
1138,442.0127233692245
1139,915.3848651811188
1140,1114.8053205003923
1141,595.5792490603876
1142,332.30226737003693
1143,491.49423374849215
1144,756.8053446077831
1145,874.9245997111003
1146,931.0306826946784
1147,464.4476066888547
1148,277.4079925649307
1149,233.56333364598885
1150,276.68403109008193
1151,267.4026682722802
1152,246.00271052192238
1153,229.47732153125838
1154,218.63404475941383
1155,214.37187793208105
1156,217.2444337957045
1157,233.82343643412872
1158,272.41119016385545
1159,269.79466100954534
1160,268.30388654073084
1161,300.9174417196536
1162,460.27406959159697
1163,540.7986369488285
1164,608.6318352568384
1165,588.1941963868984
1166,662.8633771335377
1167,953.0390162000471
1168,1231.1575246923112
1169,1984.355850055171
1170,1693.9691095987957
1171,1056.9069008172728
1172,943.2312546075557
1173,813.8126608455884
1174,857.3227541456035
1175,786.4320737876146
1176,868.6902181587965
1177,1099.5366525313432
1178,890.9268186756209
1179,814.7879253163056
1180,851.5049330692667
1181,903.2720182979808
1182,983.9970782859654
1183,1357.5816809560736
1184,1352.5524465673109
1185,1191.6604253432329
1186,1051.383168104583
1187,1018.6914258919511
1188,1145.3971270093732
1189,1563.0368009380268
1190,1385.3247345419488
1191,1154.371038773481
1192,941.3140395519781
1193,972.006807678821
1194,977.5925332162893
1195,944.5302416333966
1196,929.7825483583936
1197,1025.6769937403064
1198,1261.6617070515947
1199,1327.2410706314388
1200,1843.2786298265644
1201,3988.3953743728935
1202,4218.780611404718
1203,4334.078983680875
1204,6185.707189163507
1205,6291.7244771919995
1206,5262.961994545132
1207,4052.8331704532397
1208,4446.180152085248
1209,3734.6938674627568
1210,4929.223660098804
1211,5389.889826037836
1212,5409.233197799382
1213,5192.472468716491
1214,4580.412140909832
1215,5656.047591385188
1216,5980.401213103648
1217,5895.818629425647
1218,6196.95843027152
1219,6090.9968642290905
1220,5571.670974013385
1221,4187.217647836723
1222,4098.591654878505
1223,4824.449631485285
1224,2913.2956153121654
1225,2227.045787945916
1226,3085.930052783442
1227,2953.8384040682927
1228,1588.907601135852
1229,182.17371863009885
1230,184.30589964249555
1231,274.3055436040841
1232,316.1661887935564
1233,613.5234926522947
1234,304.09478150162045
1235,315.67351968428665
1236,544.5438497169346
1237,600.9894087959739
1238,392.87489151300167
1239,245.91714019775392
1240,258.5461883731916
1241,350.50247266058824
1242,384.72211204977606
1243,353.08879612193374
1244,247.0140274234847
1245,224.58197357701323
1246,255.88700463912068
1247,288.31144242006195
1248,450.8433590458888
1249,528.187432165707
1250,474.66846700930114
1251,257.5448207032446
1252,216.9341788235833
1253,221.49475103640088
1254,395.624304449792
1255,721.4357939701454
1256,910.9060767977844
1257,645.0038997276156
1258,428.29842693852447
1259,354.43021715575577
1260,299.4665316114239
1261,439.92853620566575
1262,414.9778755599377
1263,466.32374829311
1264,711.7815706963631
1265,960.2650585772944
1266,828.5424576927632
1267,768.0490130106608
1268,1130.6043697132784
1269,1476.7688545376652
1270,1283.3135912278121
1271,1392.8761203840668
1272,1186.6616950240787
1273,892.0900871501248
1274,773.6105586706424
1275,777.7707011204141
1276,692.0800643472111
1277,720.1244605943269
1278,841.2951019960292
1279,908.6469843845741
1280,896.7769118290321
1281,864.4625540191051
1282,824.6162549561146
1283,872.0170269536036
1284,1482.0257827160406
1285,2023.498071423699
1286,2057.353352086684
1287,1580.2774462082807
1288,972.1780785953297
1289,933.6496385013356
1290,1017.9153204076429
1291,1070.3474844091081
1292,1106.3050571666045
1293,1178.3878831452014
1294,956.7807846667719
1295,982.7024163938037
1296,962.7461769851983
1297,1041.2849094316075
1298,1370.5508025375068
1299,1860.9662322399665
1300,1828.010748560288
1301,3419.146298023298
1302,3616.2769236845133
1303,4168.176718618356
1304,4787.2005581126505
1305,5663.20988254921
1306,5572.868799306831
1307,3995.221078192018
1308,4488.146725523706
1309,4608.319672827627
1310,3775.9889412375064
1311,4041.202769769406
1312,4468.583384794349
1313,3711.102781288297
1314,3502.334536443972
1315,3246.034657497032
1316,5470.743542989095
1317,4779.847107172948
1318,4762.427578735353
1319,4681.083115461759
1320,5592.613398174212
1321,4126.213418878294
1322,1860.05541081148
1323,3016.911694395775
1324,3513.6157810585178
1325,2646.9752219405827
1326,2109.6394293990784
1327,3057.188815098182
1328,2507.350760845109
1329,150.68528714179993
